nama,ulasan,label,sentiment,score
Deri Prihandoko,"Lumayan murah
Masuk tiket mobil 25.000
Naik kapal 30.000 ( mas kapal nya ramah dan pinter jd fotografer)",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.7949699759483337}]",0.7949699759483337
Affan Rachmadi Mahmud,"Pemandangan yang ditawarkan indah banget, tempatnya berangin, tapi banyak truk suka lalu lalang, tempat yang aslinya panas makin panas deh",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.95299232006073}]",0.95299232006073
Sefri,"Lumayan bagus, jalannya buruk. Tapi pemandangannya keren karena jarang terlihat.",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9994088411331177}]",0.9994088411331177
Slamet Riyadi (JP-Cards),Bagus kok. Yg penting angle dan kameranya juga mendukung. Tebing breksinya Madura ini.,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.994978129863739}]",0.994978129863739
Fauza Rahman,"Untuk pemandangan, Subhanallah indahnya, Saya baru tahu kalau itu ternyata tambang Batu, jadi hati hati ketika memasuki wilayahnya, karna Ada kendaraan proyek lalu lalang. Yg membuat saya kecewa adalah pengelolaannya yang semrawut, …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9971045851707458}]",0.9971045851707458
Dodik Maryanto,"Wisata batu kapur di bangkalan madura. Hanya 1 jam dari surabaya. Disarankan membawa mobil yang tidak ceper, MPV atau SUV. Karena medannya lumayan terjal. Wajib membawa payung dan sunblock jika takut panas. Karena kawasan kapur jadi udara terasa panas dan matahari sangat terik. Jika musim kemarau panjang, telaga kehabisan air.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9784009456634521}]",0.9784009456634521
Novrizal Herdananto,"Tambang batu kapur yang dijadikan tempat wisata.
terdapat kolam air untuk berwisata perahu dan ada juga pemandian untuk berenang2. …",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.58677738904953}]",0.58677738904953
m h,"cukup menarik. tambang masih aktif, mungkin jika kegiatan pertambangan sudah selesai bisa dibangun lagi biar lebih bagus
tapi sebagus-bagusnya dibentuk kapur mudah hancur",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9083799123764038}]",0.9083799123764038
Yongki Susanto,"Place for take a picture only, bukit yang di eksploitasi diambil batu kapurnya. Sangat panas dan cocoklah untuk berfoto - foto. Akses cukup mudah sekitar 30 menit dari jembatan suramadu",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9857516884803772}]",0.9857516884803772
M. Muharrom Maghroby,Cukup bagus untuk tempat spot foto. Fasilitas masih dalam tahap pengembangan. Sayangnya masih terlalu banyak pungli disini. Sebaiknya bawa orang asli madura hehe,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9872045516967773}]",0.9872045516967773
Anak'e wong tani,"Tempat masih baru, tempat yang bagus,nyaman juga,cuma masih dalam perbaikan dan pembentukan batu batu menjadi objek wisata,belum bisa maksimal kalo di nikmati sekarang,tapi perlu di kunjungi sebagai spot foto sangat keren",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.993282675743103}]",0.993282675743103
hamka Hamka,"Masuk dr kampung sudah di Pungli..
Masuk ke Area di tarik bayar karcis 20K untuk mobil..
Terus pas parkir bayar lagi..
😃 …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9990737438201904}]",0.9990737438201904
Rere Ds,"Tempatnya biasa aja sih, dan u know puanaaaaasssnya minta ampun. Kalo gamau gosong pake sunblock spf 50++ 2botol deh 🤣 jalan masuknya ga lebar, jalan desa gitu dimintain sumbangan seikhlasnya. Nah terus agak majuan dikit ada loketnya 1 …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9958598017692566}]",0.9958598017692566
Ima Virgianti,"Tempat rekreasi dimadura yang lumayan dekat dengan Surabaya. Sebaiknya kalo kesini agak pagian karena tempat nya panas banget kalo uda agak siangan... Pemandangan nya lumayan, ini tempat bukit kapur yang di keruk dan dibentuk... Masuknya ngga bayar paling cuma bayar parkir mobil saja",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9895663261413574}]",0.9895663261413574
Oditio Arizal,"Pintu masuknya g keliatan tandanya, panas sekali,.... sedikit sekali tempat berteduh, jgn lupa bawa payung dan sunblock klo g kebiasaan panas,
Masuk pertama 20k …",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.7782635688781738}]",0.7782635688781738
Penikmat Kopi,"View nya bagus, tapi untuk cuacanya sangat panas. Saran jika mau kesini naik motor lebih baik bawa masker karena banyak debu dari truk tambang yg lewat. Dan semoga di kelola dengan resmi biar tidak ada pungutan liar untuk masuk ke lokasi ini. Karena dari pengalaman saya dan rombongan sampai harus adu mulut karena pungli nya",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.6474452614784241}]",0.6474452614784241
Danish Kurniawidi,"Tempatnya lumayan bersih untuk kolamnya, tempatnya bagus buat ambil foto cuma panasnya luar biasa",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997434020042419}]",0.9997434020042419
Rochmah irawati81,"Tukang karcis tidak ramah sekali. Tempat wisatanya tidak terawat. Kotor dan tandus, airnya jg keruh bgt.
Tidak rekomen bgt dech....",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9993388056755066}]",0.9993388056755066
yudhi ciu,Bukit kapur di daerah bangkalan madura. Akses jalan bisa melalui jembatan suramadu. Lumayan jauh dan jalanan masih sedikit sepi. Lebih baik rombongan dan siang hari. Pemandangannya bagus. Dan masih ada kegiatan penambangan di lokasi ini. …,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9956747889518738}]",0.9956747889518738
Hammada Syarif,"tempatnya sangat indah, banyak pekerja kapur yang melakukan tambang. ada danau nya juga. jalanya tanah dan harus berhati hati. biaya masuknya 5000 rupiah untuk 1 orang.",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.5829629898071289}]",0.5829629898071289
pradyka intan,"Lokasinya bagus utk foto preweding maupun postweding. Sayang jalan menuju kesananya yg agak serem, banyak begal rumornya. Lbh baik menggunakan mobil bila kesana. Dan siapkan uang kecil krn banyak ditariki biaya masuk (alias pungli)",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9936457872390747}]",0.9936457872390747
Rizki Utomo,"tempat yang Instagram able banget.  jangan datang siang ... panas dan berdebu.  sebaiknya pas menjelang sore.  belum terkoordinir dengan baik, kemarin sempet bayar parkirnya 2x ( yang satunya gak dikasih karcis ) …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9990173578262329}]",0.9990173578262329
Ricky Marlissa,"Spot Foto dengan latar bukit kapur bekas galian tambang.

Toilet gelap tdk ada lampu. …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9988920092582703}]",0.9988920092582703
Dokoh Ngayab,Datang saat pagi hari agar cuacanya masih segar,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9944124817848206}]",0.9944124817848206
Surya Puji Utami,"Untuk tempat Bagus sih, terakhir kesana 4th yg lalu 😄 jadi skrg ga tau perkembangan terakhir gmn 😁 untuk akses jalan menuju kesana sih sudah bagus, cuma keamanan menuju sana yg harus benar2 diperhatikan. Rawan begal ☹️ untuk wisatawan dari …",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.8937868475914001}]",0.8937868475914001
muhammad fauzi,"Viewnya bagus, tapi belum di tata dengan baik...",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9989882111549377}]",0.9989882111549377
Petani Milenium,"Tempat indah unk ambil foto, liburan keluarga, kerabat tpi siapkan masker dan baju panjang topi jaket, karena lumayan panas, pengalaman saya jgn mudah percaya org lain yg mengaku pengelola tempat tersebut karena banyak calo diluar saat memasuki temoat tersebut.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9718202948570251}]",0.9718202948570251
nadiamega taliaputri,"Cukup melelahkan sih bisa ke bukit kapru ini 🥴
Sebab Map nya tidak sesuai dengan titik lokasi Wisata nya.. jadi buat Google agar data map di benerin lagi agar pengunjung baru tidak kesasar  sesuai titik jalan ke tempat wisata nya.. …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9989857077598572}]",0.9989857077598572
sitta Andari,"Tempat nya bagus, udara nya enak berangin, yang gatahan panas nya sama debu banget, karena masih banyak konstruksi goa pote nya. Dan banyak pekerja mengambil batu kapur nya.",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9981416463851929}]",0.9981416463851929
MOHAMMAD LORA KHOLIL,Kurang sip. . Pemerintah setempat harus mengelola tempat wisata biar lebih bagus untuk dikunjungi. . Perlu di tambah gazebo ataupun foodcourt biar bisa menjadi tempat bersantai,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9749387502670288}]",0.9749387502670288
Hamba Allah,"Panas bgt, kurang terawat ya emang buat penambangan ya",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9995679259300232}]",0.9995679259300232
irene alluna octaviani,Syang sekali tempatnya kurang terawat mungkin karena pandemi..,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9994006156921387}]",0.9994006156921387
Louis N S,"Bukit Kapur Jaddih

Tempat ini sebenarnya hanya tempat pertambangan batu kapur namun entah kenapa …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9946777820587158}]",0.9946777820587158
Fitriya Ros,Agak ngeri tempatnya terlalu banyak preman atau anak muda yang pungli minta2 uang ke pengunjung jika tidak di kasih marah2. Mohon pemerintah setempat bisa membuat tempat ini nyaman,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.5494849681854248}]",0.5494849681854248
Budiono Santoso,"Bagus sekali..sayang jalan ke sana sempit dan tidak ada petunjuk arah yang pasti, orang di sanapun ditanya banyak yang tidak tahu..",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9989444613456726}]",0.9989444613456726
Allya Nurlaily Inayya,"tempat yang sangat bagus, pemandangan bukit  yang indah dan cuaca yang mendukung meskipun panas tetapi udara nya sangat sejuk",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.999824583530426}]",0.999824583530426
Om Hilmi,"Buatan manusia,sisa sisa pertambangan yg masih aktif,tetapi panoramanya exotis👍👍👍 …",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9979377388954163}]",0.9979377388954163
iignatius Michael,"Tempatnya tidak sebagus di foto, panas dan terik tetapi spot foto dengan angel pengambilan gambar yang bagus akan buat foto kayak di luar negeri",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9943142533302307}]",0.9943142533302307
Priscillia Etta,"Tempat bagus banyak spot foto, tetapi wisata ini belum dikelola dengan baik sehingga banyak pungutan yang tidak jelas",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9966763257980347}]",0.9966763257980347
Astri Vika Saraswati,"Airnya gak sesuai yang biasa biru kemaren coklat, banyak targetan di jalanan",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9983066320419312}]",0.9983066320419312
Ani Infianah,"Tempat penuh kenangan. Karena disinilah ku terakhir kali berkumpul dan berwisata dgn tempat kerja yg lama yaitu SDN Cangkringmalang 2... tempat yg istimewa, kealamiannya masih terjaga, sehingga terlihat indah",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.999670147895813}]",0.999670147895813
dolandolen,"Tempat yang bagus buat foto2 namun akses menuju ke tempat ini rawan begal, sebaiknya datang beramai-ramai apabila mengunjungi lokasi bukit jaddih..",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.982282280921936}]",0.982282280921936
Al Katras,"Mumpung ada acara di Bangkalan 2017 silam, sempatkan mampir ke Wisata Bukit Jaddhih. Entah penampakannya seperti apa di tahun 2021 ini. Overall tempatnya bagus",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9942439198493958}]",0.9942439198493958
Yuliarta Kurnia Pramai Sella,"Ketika melihat pola kerukannya, nambangnya penuh dgn perhitungan.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.5956459641456604}]",0.5956459641456604
Anisa S.,"Dari sisi pemandangannya bagus banget. Sayang aja fasilitasnya belum lengkap. Oh iya kalo kesana jangan lupa pake kacamata hitam. Haha. Kalau pas panas, waduh susah mau lihat, silau banget apalagi mostly putih2 kan jd makin silau di mata",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9995695948600769}]",0.9995695948600769
Dydit Ardyansyah,Perlu pemerintah untuk mengolah.. terlalu bnyak pungli dan butuh pengolahan.untuk pariwisata.. banyak proyek,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9979571104049683}]",0.9979571104049683
wendhi hananto,Tempatnya bagus. Bersih. Tp panas sekali. 2x ditarik tiket masuk.,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9907913208007812}]",0.9907913208007812
Wiwik Sugiyati,Fasilitas blm memadai...seperti kamar kecil (paling penting ) hanya tersedia disekitar kolam renang.(bawah)..itupun ga nampung jika musim liburan tiba...antrinya...minta ampun..tempat untuk beristirahat...ga ada...kecuali yg sewa  rumah …,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9993829727172852}]",0.9993829727172852
iftitah nadhiroh,"Tempat wisata yang cocok untuk foto-foto dengan pemandangan bukit kapur dan danau biru buatan. Harganya pas, cuma bayar untuk parkir saja. Di sana pun juga kolam renang yang bersih, ada juga perahu getek buat foto-foto ditengah danau biru. …",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9873120784759521}]",0.9873120784759521
faisal prijadi,Kalau siang hari panasnya poll....di sarankan agak sore atau pagi sekali.....,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9938561320304871}]",0.9938561320304871
Christopher Wimba,"Tempat bagus untuk berfoto..
Sayangnya belum dimaksimalkan pengelolaan lokasi wisatanya, jadi bayar biaya parkir berkali2 oleh warga",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9939996004104614}]",0.9939996004104614
Jeffry Pieter,Bagus utk keseluruan tempatnya mantap cuma masuknya selalu bayar gk sekalian di pintu utama.....,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998400211334229}]",0.9998400211334229
AgungBN Chanel,"Tempatnya bagus. Model wisata alam. Tp sayang, sy datang pas musim kemarau. Debunya luar biasa. Siap-siap kaca mata dan masker. Disisi yg lain masih ada aktivitas penambangan. Debu muncul jg dari lalu lalang truk penambangan ini. Kl boleh kasih saran, penambangan diliburkan saat hari libur",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9634706974029541}]",0.9634706974029541
Grace Fransiska,"Walau agak jauh tapi worth it kok.
Tiket untuk motor 10000. Lalu tiket masuk per orang 5000",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9992194175720215}]",0.9992194175720215
Ruth Melissa,"Banyak pungli, pelayanan sangat tidak ramah, kesannya memalak, tempat tidak terawat,",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9993137121200562}]",0.9993137121200562
Bidya Nila Giwiwardani,"rekomended kalo lagi ke madura, cucok buat potopoto, hatihati cuaca sangat panas kalo sedang cerah, airnya biruuuu banget, masih merupakan tambang aktif jadi berisik suarasuara mesin, ada kolam renang dan ada gua juga, tempat pilihan karena terhitung dekat ddari surabaya, berbekal GPS dan feeling juga bisa nyampe dalam 40menit-an",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9830318689346313}]",0.9830318689346313
vivin widyaningsih,"Cocok buat yang suka selfie. Sebenarnya tempat ini merupakan tambang kapur, yang sampai dengan saat ini masih beroperasi. Kalau mau kesini, pastikan membawa kacamata, payung/topi, dan bila perlu menggunakan masker karena lokasinya panas dan …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9877997636795044}]",0.9877997636795044
Ruvah 14,"Tempatnya bagus banget buat foto , instagramable banget , memang panas banget , harap dimaklumi memang dimadura cuacanya sangat terik banget , cuma mau cari tempat parkir muter2 kena tarif terus , kurang tau itu pungli / memang sistemnya sprti itu , jujur emang kurang puas banget dengan adanya yg seperri itu",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9790598154067993}]",0.9790598154067993
indra tigortigor,"Saya sudah 2x kesini, memang dekat dengan rumah tapi jalannya belum terlalu baik saat masuk wilayah perkampungan, apalagi tiket masuknya, banyak sekali. Saya kaget sekali.semoga kedepan pengelolaanya lebih baik lagi, karena jarang sekali ada tempat wisata di bangkalan.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9793868660926819}]",0.9793868660926819
Hasan Kusjayadi Istiawan,"Bukit Kapur Jaddih namanya, lokasi yang sebelumnya dijadikan sebagai tempat penambangan ini sekarang menjadi salah satu obyek wisata baru yang cukup ramai dikujungi wisatawan. karena ditempat ini menyajikan pesona keindahan dan keunikan …",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9989957213401794}]",0.9989957213401794
Bagus Tamtomo Hadi,"Saya pernah kesini. Waktu itu musim hujan jadi jalannya ada beberapa titik yang becek. Dari jalan raya begitu belok masuk jalan menuju bukit udah dicegat sama oknum yg ngaku petugas tiket masuk, padahal menurut saya dia ga resmi. Tiap spot …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9993005990982056}]",0.9993005990982056
Hendra Gunawan,Spot foto yg abrakadarba... Awesome,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998001456260681}]",0.9998001456260681
shofan azizi,"Suasana bagus, tapi sistem karcis yang menurut saya kurang enak, seolah olah ada pungli...",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.998915433883667}]",0.998915433883667
Jason geniusman,"Wisata di bekas galian batu kapur yang masih tetap beraktifitas.
Bagus bila dikembangkan utk wisata daerah.
Kekurangannya adalah banyaknya pungutan sebelum menuju lokasi dengan alasan …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.6371767520904541}]",0.6371767520904541
juni hadi,"Tempat alami, bagus, tapi sayang setiap bergerak bayar, geser sedikit bayar, keamanan menuju tempat sangat rawan daerah kampung narkoba dan begal.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9453070163726807}]",0.9453070163726807
eunike julia fantoni,"Bagus untuk berfoto.. msh dibuat pertambangan. Jd cuma bisa buat foto. Bukan tempat pariwisata. Kesana cm turun 5menit buat foto2 lgsung balik pulang... amat sangat panas, banyak debu..",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9958968162536621}]",0.9958968162536621
SALMAN,"Kereeeen.
Begitu sampai di sini, atmosfernya serasa di pegunungan China. 😬 …",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.922226071357727}]",0.922226071357727
Ahmad Zainuri,Kalau musim kemarau harus mikir dulu..buat ke sana.   .panas sama debunya yg gak kuat.....,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.999695897102356}]",0.999695897102356
Bagus Prayogi,Sangat indah n nyaman.klo bisa di buat kaya di kota Petra Jordan.di bentuk rumah.biar lebih banyak yang datang.,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.999862790107727}]",0.999862790107727
